Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Action,5,27,Bedi,Feroz,Reena,Danny
Action,6,34,D.,Rahul,Parmita,Tinnu
Comedy,7,1,Kapoor,Ranvir,Mansi,Palomi
Drama,6,7,Verma,Shabana,Vijay,Chand
Comedy,6,5,Singh,Aaryan,Neeta,Rajpal
Horror,5,48,Bohra,Javed,Jamuna,Viju
Crime,5,50,Chandra,Om,Nandita,Amitabh
Mystery,6,5,Ghosh,Vidya,Arjun,Jugal
Biography,5,32,Shukla,Divya,Arif,Rajpal
Action,6,7,Balraj,Sadashiv,Anand,Sudhir
Drama,5,11,Sathyu,Masood,Ajoy,Enakshi
Action,5,9,Ramanathan,Asrani,Master,Chandrashekhar
Action,4,8,Siddique,Laxmikant,Mithun,Shama
Drama,6,14,Anand,Dev,Asha,Shubha
Action,5,14,Sabharwal,Biswajit,Sapana,Pran
Drama,5,18,Vaijnath,Manas,Eesha,Gajendra
Action,6,14,Roshan,Hrithik,Ameesha,Anupam
Action,5,21,Chatterjee,Dharmendra,Biswajit,Hema
Drama,7,34,Kapoor,Amit,Sushant,Rajkummar
Drama,6,54,Hussein,Rajvirr,Neha,Aditi
Drama,6,11,Ram,Biswajit,Nanda,Om
Romance,4,7,Mehra,Ayesha,Shahbaaz,Vikas
Drama,6,18,Prabhakar,Madhubala,Bharat,Jayant
Drama,5,9,Lather,Shivangi,Tarun,Himanshu
Drama,5,35,Khan,Sunil,Sanjay,Anita
Action,5,16,Mitra,Shashi,Neetu,Bindu
Action,4,6,Gautam,Shatrughan,Sulakshana,Rakesh
Action,6,29,Roy,Dev,Zeenat,Pradeep
Action,4,16,N.,Dimple,Suresh,Govinda
Drama,6,9,Sahu,Kishore,Bina,Asha
Romance,5,33,Rahi,Shashi,Rekha,Danny
Musical,5,15,Harish,Shakila,Chandrashekhar,Agha
Action,4,11,Khalid,Ishrat,Monica,Bob
Drama,6,12,Reddy,T.P.,P.G.,L.V.
Drama,6,8,Lalvani,Shatrughan,Raj,Rameshwari
Romance,7,19,Rakhan,Ashok,Padmini,Ragini
Musical,6,39,Shankar,Lakshmi,Usha,Lalitha
Drama,7,13,Nath,Hemen,Munin,Mridula
Action,6,2,Suri,Kunal,Deepal,Smiley
Drama,4,53,Mistry,Manoj,Rajiv,Madhavi
Thriller,5,17,Sandhu,Monica,Nagesh,Satyendra
Action,7,16,Bhardwaj,Shahid,Priyanka,Deb
Drama,7,55,Mundhra,Shabana,Deepti,Marc
Drama,5,12,Suryavanshi,Birbal,K.K.,Jyoti
Adventure,5,10,Mistry,Anita,Mahipal,Ram
Action,6,22,Gowthaman,Sabitha,Charlie,Chinnijayanth
Drama,4,7,Singh,Manoj,Sayeeda,Shubha
Drama,6,5,Kumar,Munawwar,Shyam,Urmila
Mystery,6,9,Bhatt,Nirupa,Ashok,Purnima
Drama,6,16,Tilak,Ashok,Mala,Sanjeev
Romance,6,45,Prakash,Raj,Nutan,Lalita
Action,5,5,Sami,Master,Master,Asha
Romance,5,39,C.,Karthik,Mantra,Divyaa
Action,4,9,Bapaiah,Sridevi,Krishna,Gummadi
Action,4,11,Lakshman,Dharmendra,Jaya,Raj
Thriller,6,45,Anand,Suresh,Deepti,Iftekhar
Drama,6,1,Aryan,Aparshakti,Divyendu,Vijay
Action,4,18,Ravichandra,Salma,Arjun,Raj
Drama,6,17,Dinesh,Deepika,Mrinmayee,Darshan
Comedy,7,23,Batra,Rishi,Rajat,Ratna
Action,5,1,F.,John,Priyanka,Bharat
Drama,5,21,K.,Shammi,Mithun,Amrita
Action,4,23,Kumar,Virender,Prem,Balwant
Action,6,13,Roshan,Rakhee,Salman,Shah
Action,6,56,Mukherjee,Mithun,Deb,Kaajal
Drama,6,1,Vinod,Bobby,Shabana,Abhay
Drama,4,30,Kumar,Alka,Veer,Rajesh
Horror,4,13,Punjabi,Amrita,Shatrughan,Urmila
Action,6,57,Hingorani,Rati,Urmila,Mithun
Crime,6,43,Sasi,Kamal,Reena,Tina
Action,7,1,Ghai,Dilip,Nutan,Naseeruddin
Action,6,42,Maheshwari,Mala,Raaj,Jeetendra
Action,7,15,Babu,Sarath,Anjali,Jayamalini
Action,6,22,Nihalani,Raj,Dimple,Javed
Action,4,16,Kumar,Mithun,Anita,Pran
Action,5,58,Kanwar,Sanjay,Juhi,Moushumi
Action,7,55,Segal,Dharmendra,Rekha,Nirupa
Drama,7,11,Lalwani,Farhan,Deepika,Ram
Biography,7,37,Bhimsingh,Christopher,Chandramohan,Rajasulochana
Adventure,7,13,Khurana,Irrfan,Dulquer,Mithila
Action,7,2,Ghai,Rishi,Tina,Simi
Drama,6,29,Shanker,Raman,Ashok,Amit
Drama,5,27,Bapaiah,Aparajita,Asrani,Laxmikant
Action,5,53,Mehra,Master,Sudhir,Ketki
Action,5,10,Roy,Jeetendra,Sulakshana,Asrani
Action,4,21,Segal,Dharmendra,Rekha,Suresh
Drama,4,15,Kumar,Krishan,Kanchan,Kunickaa
Action,4,13,Mitra,Jeetendra,Bhanupriya,Chunky
Drama,7,49,Shahani,Navjot,K.K.,Manohar
Action,5,13,Chinoy,Feroz,Rekha,Shatrughan
Drama,6,23,Khan,Zameer,Shahid,Hussein
Drama,5,11,Dutta,Agha,Mithun,Arvind
Drama,6,29,Bose,Amiya,Vyjayanthimala,Balraj
Comedy,7,1,Paranjape,Naseeruddin,Farooq,Deepti
Drama,5,10,Kashyap,Lalit,Sheetal,Abhisek
Thriller,5,24,Khanna,Milind,Mink,Sameer
Comedy,4,2,Advani,Imran,Kangana,Suhaas
Musical,5,46,Bhatt,Richa,Anupam,Kader
Comedy,5,29,Kumar,Tinnu,Amitabh,Bhavana
Action,6,33,Mitra,Mahendra,Brahmachari,Mohan
Mystery,7,3,Gopal,Urmila,Manoj,Sushant
Crime,6,45,Arora,Beena,Bina,Ardhendu
Drama,7,17,Tripathi,Bharat,Nirupa,Anita
Comedy,6,14,Bose,Suresh,Anoop,Ashok
Drama,6,11,Kapoor,Sushant,Sara,Nitish
Action,6,48,Nagaich,Dharmendra,Rekha,Prem
Action,5,1,Malkan,Akshay,Raveena,Saif
Action,7,15,Singh,Akshay,Parineeti,Suvinder
Action,5,38,Guha,Raj,Shatrughan,Mithu
Family,5,23,Rao,Amitabh,Kamal,Jaya
Action,7,15,Santoshi,Amitabh,Akshay,Ajay
Action,7,3,Ghai,Sanjay,Madhuri,Jackie
Action,5,15,Mehra,Randhir,Rekha,I.S.
Crime,4,11,Chawla,Nikita,Sanjeev,Raj
Comedy,5,18,Chandhok,Nikhil,Sada,Shruti
Comedy,5,5,Sharma,Kainaat,Asrani,Mini
Action,6,12,Shah,Satnam,Kashish,Karishma
Action,4,20,Kaul,Heramb,Piyali,Alok
Drama,7,52,Menon,Nandita,Pravina,Ajitesh
Drama,7,3,Leela,Manisha,Nana,Salman
Drama,4,1,Darra,Gurmeet,Ali,Sapna
Animation,5,1,Kemgumnird,Tod,Akshay,Anyarit
Drama,6,14,Hussain,Noor,Pran,Ghulam
Drama,6,19,Ganguly,Jeetendra,Sulakshana,Bindiya
Comedy,4,1,Dasgupta,Sonakshi,Badshah,Varun
Thriller,5,16,Ram,Navin,Reena,Amjad
Comedy,5,49,Hegde,Sarvar,Aditi,Arun
Drama,6,34,Shahani,Mangal,Rajat,Mita
Action,5,27,Malhotra,Randhir,Rekha,Bindu
Romance,5,12,Narayan,Shyama,Balraj,Chitra
Mystery,7,26,B.,M.,Ramola,Manorama
Drama,7,11,Nawab,Dev,Anwar,Hafiz
Action,6,49,Hingorani,Dharmendra,Shabana,Dhruv
Romance,6,13,Duggal,Farooq,Poonam,Shakti
Action,5,10,v,Ruslaan,Devshi,Rohit
Action,5,1,Gowariker,Abhishek,Deepika,Sikandar
Comedy,7,2,Kapadia,Anang,Supriya,Rajeev
Action,7,7,Alibhai,Mastan,Akshay,Ayesha
Action,5,1,Vora,Akshay,Mahima,Antara
Action,4,6,R.,Akshay,Asin,Himesh
Action,6,19,Rami,Chiranjeevi,Amrish,Radha
Action,6,5,Mehra,Akshay,Rekha,Raveena
Action,6,19,Wadia,Fearless,Dilip,Uma
Drama,6,28,Pawar,Aditya,Shakti,Mohan
Action,5,6,Kishore,Deepak,Farida,Shatrughan
Comedy,5,18,Kondke,Dinesh,Viju,Dada
Comedy,6,7,Ghosh,Sonam,Fawad,Ratna
Action,7,5,Prasad,Seema,Dilip,Kalpana
Drama,6,1,Roshan,Rekha,Kabir,Sonu
Action,4,7,Ganguly,Jeetendra,Neetu,Amjad
Action,5,6,Bahry,Vinod,Bindiya,Master
Crime,5,31,Hussain,Mahendra,Danny,Jagdeep
Action,6,9,Mitra,Mahendra,Neelam,Roopesh
Action,5,18,Ahuja,Vinod,Shabana,Aruna
Horror,5,21,Chawda,Kishore,Arif,Anil
Horror,5,11,Mittal,Birbal,Jr.,Mehnaj
Horror,5,36,Bhakri,Raj,Shoma,Javed
Horror,4,39,Bhakri,Deepak,Javed,Sripradha
Horror,5,41,Talwar,Anil,Jagdeep,Javed
Horror,5,26,Banerjee,Saahil,Huma,Javed
Drama,4,7,Sadiq,Johnny,Shyama,Jeevan
Crime,4,15,Ghosh,Ayub,Madhoo,Atul
Comedy,7,1,Mukherjee,Ashok,Rekha,Rakesh
Action,6,1,Anand,Amitabh,Sridevi,Nagarjuna
Action,7,16,Kabir,Vidyut,Shivaleeka,Annu
Drama,5,31,Tandon,Vinod,Tina,Ajit
Drama,5,23,Bakshi,Rajesh,Madhavi,Deepika
Action,5,17,Dutt,Dharmendra,Shammi,Neelam
Action,4,1,Suryah,Sunil,Fardeen,Kareena
Drama,4,7,Hussain,Manisha,Gulshan,Anupam
Crime,5,27,Samanta,Yogeeta,Birbal,Mithun
Drama,7,8,Baldev,Ajay,Harsh,Madhu
Comedy,5,5,Balki,Amitabh,Arjun,Kareena
Action,5,26,Nadiadwala,Salman,Jacqueline,Nawazuddin
Action,4,2,Gadhvi,Sanjay,Imran,Minissha
Action,4,3,Ali,Ranveer,Ali,Parineeti
Drama,7,46,Anand,Dev,Meena,Chetan
Action,6,38,Mistry,Kumkum,Dara,Chandrashekhar
Comedy,5,2,Roshan,Jackie,Shah,Nagma
Family,5,6,Ishara,Rajesh,Swapna,Shafi
Comedy,5,5,Alibhai,Mastan,Kapil,Simran
Drama,5,12,Patil,Manav,Asawari,Sandeep
Drama,6,12,B.,Padmadevi,Jillo,Ghulam
Action,5,39,Desai,Biswajit,Babita,Helen
Comedy,5,5,Mirza,Shahid,Vidya,Vishal
Action,5,6,Sandhu,Sadashiv,Danny,Dan
Action,4,17,Kohli,Mithun,Ranjeeta,Shakti
Action,6,10,Sahu,Sunil,Vyjayanthimala,Begum
Action,4,8,Narang,Mithun,Prem,Mohan
Drama,4,1,Ghai,Vivek,Isha,Antonia
Musical,4,20,Sharan,Chaitanya,Sherrin,Bhumika
Action,6,12,Basu,Hrithik,Kabir,Bárbara
Drama,6,6,Johar,Ajit,Nalini,I.S.
Action,6,2,Shankar,Sanjay,Irrfan,Kangana
Mystery,4,25,Ghosh,Arman,Ayesha,Pran
Action,5,26,Kohli,Sadashiv,Mahesh,Brahmachari
Drama,7,16,Ganguly,Shashi,Saira,Farida
Crime,6,28,N.,Milind,Shalini,Ravi
Action,7,21,Roshan,Hrithik,Rekha,Preity
Thriller,6,12,Dutt,Sonali,Kay,Sandhya
Drama,7,51,Benegal,Anant,Nirmala,Siddesh
Drama,7,15,Priyadarshi,Kunal,Sunil,Robin
Drama,7,43,P.,Munish,Setareh,Sarosh
Crime,6,13,Bhaskar,Sreenath,Chinnu,Ravi
Action,6,22,Mukherjee,Shatrughan,Aparna,Sudhir
Action,6,8,Roshan,Shah,Madhuri,Amrish
Action,5,37,Kumar,Mithun,Pooja,Harish
Action,7,1,Kumar,Nana,Dimple,Atul
Action,4,19,Kumar,Jahan,Samir,Aditya
Comedy,4,2,Sen,Juhi,Irrfan,Arshad
Thriller,5,6,K.,Parth,Tunisha,Inder
Animation,7,28,Shetty,Deepak,Smita,Tarun
Action,5,31,Gaekwad,Mithun,Somy,Hashmat
Drama,6,23,Shukla,Jeetendra,Vivek,Upasna
Horror,5,1,Varma,Sohail,Isha,Anita
Drama,6,29,Srinivasan,Avantika,M.D.,Kishan
Comedy,5,10,Segal,Kishore,Shashikala,Kumkum
Action,6,19,Roshan,Hrithik,Priyanka,Rekha
Action,5,21,Roshan,Hrithik,Vivek,Priyanka
Comedy,7,49,Johar,Shah,Kajol,Rani
Comedy,5,2,Sippy,Aishwarya,Abhishek,Satish
Drama,4,18,H.,Aamir,Tejas,Aamir
Comedy,7,39,Bafna,Nilanjana,Kulbir,Arun
Adventure,4,17,Dahiya,Abhay,Suresh,Dinesh
Mystery,5,46,Bokadia,S.A.,Beena,Ramesh
Crime,6,16,Modi,Sohrab,Sunil,Nimmi
Action,5,40,Bokadia,Dharmendra,Jaya,Amrish
Drama,5,7,Jain,Tanveer,Karishma,Urmila
Action,5,4,D'Silva,Lewis,Kareena,Saif
Action,7,33,Kameshwara,Sobhan,Krishna,Krishnamraju
Drama,7,1,Raaz,Karan,Vijay,Manu
Drama,5,1,Shah,Preity,Saif,Chandrachur
Crime,6,22,Singh,Gurpreet,Shalini,T.K.
Comedy,6,3,Sivan,Tusshar,Riteish,Isha
Comedy,4,3,Yardi,Anupam,Neha,Riteish
Action,5,2,Dhawan,Govinda,Sushmita,Rambha
Comedy,4,1,Karnik,Amitabh,Vivek,Aishwarya
Drama,5,1,Kanwar,Anil,Sridevi,Raveena
Comedy,5,56,Nair,Raghuvir,Sheila,Saurab
Drama,5,2,Sarkar,Rani,Jaya,Konkona
Action,7,4,Singh,Saif,Zoya,Manav
Fantasy,6,16,Chippa,Aditya,Javed,Janhavi
Drama,5,9,N.,Vikas,Balbinder,Anil
Drama,7,2,Mehra,Amitabh,Zeenat,Rakhee
Family,6,7,Chattopadhyay,Master,Master,Asitbaran
Action,6,48,S.,Rekha,Mithun,Dimple
Comedy,6,14,Shailendra,Seema,Kamal,Randhir
Comedy,5,27,Akhtar,Sanjeev,Reena,Amjad
Comedy,6,9,Sharma,Ranveer,Anushka,Parineeti
Comedy,6,18,Haksar,Kishore,I.S.,Mumtaz
Action,5,6,Mukherjee,Ainul,Bindu,Sudhir
Comedy,5,16,Raman,Vyjayanthimala,Anjali,Bharat
Drama,6,6,Rawal,Deepak,Mumtaz,Jeevan
Musical,5,9,Rajaram,Shalini,Keshavrao,Vatsala
Action,5,5,Vaidya,Fearless,Prakash,Shanta
Action,4,10,Smitha,Jamuna,Vinod,Y.G.
Drama,6,22,Malhotra,Randhir,Mumtaz,Pran
Action,5,2,Sarkar,Neil,Deepika,Vijay
Action,6,12,Gautam,Vinod,Yogeeta,Bindu
Romance,6,55,Naik,Umesh,Mukta,Siddharth
Drama,7,13,Sukumar,Abhijeet,Kainat,Akash
Drama,7,23,Anand,Nargis,Karan,Kuldip
Musical,4,33,Kumar,Sunil,Poonam,Anil
Drama,7,2,Ali,Avinash,Tripti,Sumit
Action,6,2,Santoshi,Manisha,Jackie,Madhuri
Drama,7,43,Suri,Nargis,Balraj,Kumari
Drama,6,17,Singh,Sanghmitra,Pushpendra,Sugna
Drama,4,37,Sikand,Naseeruddin,Jackie,Sangeeta
Drama,5,10,Thapa,Reena,Raj,Ranjeet
Drama,7,1,Kukunoor,Monali,Vibha,Ranjeet
Action,7,21,Akhtar,Hrithik,Preity,Amitabh
Mystery,5,14,Kishore,Prithviraj,Sheikh,Sujit
Drama,6,14,Lall,Surendra,Noor,Ulhas
Thriller,6,16,Mohinder,Kanak,Tanuja,Ranjit
Adventure,4,5,Kapoor,Mahipal,Shakila,B.M.
Thriller,6,9,Bhatt,Paidi,Helen,Kamal
History,7,8,Bhagat,Sachendra,Divyanka,Prince
Action,5,6,Nag,Brahmachari,Chandrashekhar,Coca
Action,7,5,Kumar,Urmila,Gajendra,Vyjayanti
Action,4,18,Chaudhary,Master,Mahesh,Kabir
Drama,7,2,Chopra,Anil,Sridevi,Anupam
Adventure,6,22,Govind,Anna,Ganpat,D.D.
Action,5,14,Nagaich,Prem,Birbal,Mithun
Action,5,43,Kadar,Kader,Dev,Javed
Comedy,6,7,Kazmi,Sajad,Tariq,Mushtaq
Drama,6,17,Mukherjee,Sandip,Dharmendra,Govinda
Comedy,6,50,Walia,Shammi,Nutan,Prem
Adventure,6,22,Madhusudan,Jeetendra,Jaya,Arun
Family,5,27,Peepat,Raj,Dimple,Asha
Animation,6,32,Satyam,Natalie,Arun,Robert
Drama,5,9,Kishore,Aditi,Saumysri,Tara
Action,5,7,Tripathi,Ashim,Jayshree,Babloo
Comedy,6,18,Khan,Shahbaz,Umesh,Nandini
Action,6,8,Bhatt,Paidi,Miss,Shirin
Drama,6,1,Radhakrishnan,Anand,Jayaprakash,Misha
Comedy,5,5,Kohli,Hrithik,Kareena,Rani
Action,6,1,Luthria,Amitabh,Sanjay,Akshaye
Crime,5,19,Sheikh,Gayatri,Aqib,Ajay
Horror,5,14,Sharma,Kshitij,Anoma,Deeya
Drama,4,47,Das,Rituparna,Kiran,Yashpal
Comedy,7,11,Basu,Dharmendra,Irrfan,Konkona
Comedy,5,45,Amarnani,Manoj,Nancy,Anokhi
Comedy,5,16,Ahmed,Ejaz,Prerna,Javed
Comedy,7,23,Sharma,Rajniesh,Krishna,Yuvika
Drama,6,36,k,Ravi,Shalini,Bhaskar
Drama,6,11,Rajaram,Shahu,Shanta,Sundarabai
Drama,5,7,Narayan,Saniya,Sunita,Darshan
Drama,7,29,Kazmi,Tannishtha,Sonal,Virendra
Action,5,5,Ravikumar,Rajinikanth,Anushka,Sonakshi
Comedy,6,6,Shrivastava,Aahana,Ratna,Konkona
Drama,6,46,Das,Naveed,Joe,Meneka
Animation,6,12,Satam,Jigna,Neshma,Saumya
Action,6,15,Kothare,Kishori,Vinay,Laxmikant
Drama,5,2,Dutta,Sanjay,Ajay,Saif
Action,6,35,Ahuja,Jeetendra,Rekha,Vinod
Drama,5,2,Saria,Dhruv,Siddharth,Shiv
Family,7,12,Ishara,Navin,Shabana,Shatrughan
Action,5,16,Kinnu,Arjun,Monica,Shama
Drama,7,8,Vijay,Vijay,Sanjay,Akhilendra
Crime,6,1,Sethi,Mouni,Purab,Kiren
Drama,5,4,Amrutlal,Salman,Ajay,Om
Romance,5,3,Menon,Ali,Aditi,Candice
Crime,7,45,Saleem,Atif,Saurabh,Anamika
Comedy,6,2,Bhat,Arjun,Nidhi,Sheetal
Comedy,7,15,Krishnan,Kunal,Rasika,Vijay
Drama,7,14,Motwane,Ranveer,Sonakshi,Barun
Drama,6,34,Talwar,Shabana,Farooq,Swaroop
Crime,7,5,Diengdoh,Poonam,Elizer,Deihokhlang
Drama,5,1,Krishna,Salman,Arun,Rita
Drama,4,6,Ali,Kartik,Sara,Randeep
Comedy,6,15,Ali,Saif,Deepika,Rishi
Thriller,7,26,Warang,Raushan,Kajal,Qasim
Comedy,5,1,Sangha,Zayed,Dia,Cyrus
Romance,5,47,Shetty,Mohit,Jyoti,Manoj
Romance,6,10,Deo,Divya,Kalpana,Jesse
Romance,6,10,Khan,Rati,Yazmeen,James
Romance,6,5,Kohli,Ashok,Om,Mayur
Romance,4,16,Muthuraman,Ambarish,Rajinikanth,Sridevi
Comedy,4,28,Waghdhare,Ahmed,Sammir,Nauheed
Comedy,4,40,Tharun,Rishi,Akshat,Namitha
Comedy,6,13,Yogee,Nivedita,Pooja,Shaleen
Comedy,6,1,Nivas,Saif,Fardeen,Aftab
Drama,4,30,Kumar,Asrani,Master,C.S.
Comedy,7,7,Tiwari,Vicky,Angira,Alankrita
Comedy,4,10,Shetge,Rani,Frank,Suzanne
Drama,7,1,Noorani,Abhishek,Riya,Mrunal
Comedy,5,12,Kumar,Shakti,Akhilendra,Usha
Drama,4,12,Sharma,Kashyap,Ashish,Salman
Comedy,5,8,Joseph,Zenia,Miranda,Kamantha
Comedy,5,7,Ellias,Sohrab,Abhro,Kallol
Drama,4,19,Mukherjee,Rajiv,Meenakshi,Anita
Drama,5,42,Chatterjee,Jaya,Om,Mallika
Comedy,7,5,Banerjee,Nushrat,Anshuman,Neha
Action,7,8,Sukumaran,Mohanlal,Vivek,Manju
Action,4,2,Shah,Mithun,Sanjay,Imran
Drama,7,9,Akhtar,Farhan,Konkona,Rishi
Drama,7,23,Raut,Adhyayan,Karishma,Mukesh
Action,6,2,Tewari,Farhan,Diana,Inaamulhaq
Musical,4,3,Rao,Vinay,Salman,Sneha
Action,7,32,Basu,Pankaj,Abhishek,Rajkummar
Comedy,6,8,Utekar,Kartik,Kriti,Aparshakti
Drama,6,10,Akhtar,Dibakar,Karan,Anurag
Romance,4,31,Raja,Gaurav,Dolly,Kunal
Comedy,6,3,Sharma,Kunal,Huma,Vinod
Romance,6,8,Raut,Ruslaan,Adhvik,Purva
Biography,7,43,Pandey,Sushant,Kiara,Anupam
Comedy,5,14,Bhakri,Manoj,Ameeta,Vijay
Drama,7,12,Roy,Bharat,Leela,Kusum
Drama,7,22,Sen,Nutan,Ashok,Nirupa
Family,6,14,Vyas,Rajendra,Kamini,Pran
Action,4,28,Mitra,Mithun,Divya,Ranjeet
Action,4,23,Gaekwad,Kasam,Vikas,Arjun
Drama,5,5,Desai,Ajit,Nalini,Neelam
Drama,7,26,Trilogchander,Meena,Dharmendra,S.V.
Comedy,5,10,Sriva,Rhythm,Manveer,Neha
Drama,6,53,Bhimsingh,Rajesh,Sharmila,Ashok
Drama,5,15,Nag,Raj,Kavita,Yunus
Drama,5,8,Deshpande,Sanjeev,Sushma,Usha
Drama,6,16,Mitra,Shashi,Pran,Amjad
Romance,4,18,K.,Leena,Madhuri,Gulshan
Drama,5,37,Rao,Jeetendra,Rekha,Moushumi
Drama,4,19,Bhatt,Vinod,Hema,Dimple
Action,5,17,Khosla,Shatrughan,Rekha,Raj
Adventure,7,13,Kamat,Irrfan,Jimmy,Vishesh
Action,5,12,Puri,Jeetendra,Sulakshana,Aruna
Drama,4,1,Kapoor,Richa,Manav,Saurabh
Action,5,17,Mistry,Chitra,Ranjan,Manher
Comedy,6,3,Musale,Rajkummar,Boman,Mouni
Drama,6,12,Wadia,Meena,Manher,Usha
Drama,7,16,Dutt,Madhubala,Dev,Ram
Action,7,23,Sircar,John,Nargis,Raashi
Action,5,1,Madhesh,Joseph,Sonia,Rakshitha
Action,5,17,Thaker,Vinod,Neetu,Nisar
Action,5,42,Bedi,Rajesh,Neetu,Prem
Action,6,16,V.S.R.,Raj,Meenakshi,Kim
Action,5,17,Pappu,Pankaj,Dharmendra,Gulshan
Action,5,36,N.,Vinod,Meenakshi,Raj
Adventure,6,21,Mistry,Hercules,Rakesh,Kavita
Drama,6,19,Tiwari,Arjun,Nitish,Gajendra
Action,4,21,Ravichandra,Gulshan,Shafi,Jeetendra
Horror,4,13,Ramsay,Sadashiv,Rakesh,Kamal
Romance,7,21,Kavia,Moushumi,Farooq,Shreeram
Action,5,8,Saigal,Sanjay,Nutan,Jeevan
Action,5,11,Pendharkar,Kamalakar,Prithviraj,Durga
Drama,6,6,Bhushan,Anjana,Soumitra,Anil
Action,4,27,Saigal,Krishna,Salma,Raj
Animation,7,35,Vaid,Kunal,Jimmy,Gulshan
Drama,6,36,Dattani,Mohan,Seema,Achint
Musical,6,12,Mitra,Shiv,Anjana,Prem
Comedy,6,14,Sadiq,Balraj,Shyama,Raj
Drama,4,1,Baweja,Ajay,Sushmita,Esha
Action,6,1,Raman,Adil,Alexx,Anastasia
Action,6,34,Thyagaraajan,Mithun,Poonam,Suresh
Drama,5,38,S.,Sanjay,Raj,Jaya
Drama,5,43,Anand,Dharmendra,Mithun,Meenakshi
Drama,7,48,Bhimsingh,Sunil,Meena,Raj
Action,5,43,Jasmine,Pawan,Sayaji,Nataneya
Action,7,33,Khan,Shah,Sushmita,Sunil
Comedy,7,35,Saif,Smita,Shakti,Sameer
Action,5,44,Rao,Dharmendra,Reena,Shreeram
Action,6,5,Malkan,Akshay,Saif,Shilpa
Drama,6,59,Saigal,Raj,Mala,Mubarak
Comedy,4,4,R.,Hrithik,Kareena,Abhishek
Comedy,5,10,Singgha,Priyanshu,Sandali,Sayali
Comedy,6,6,K.,Mumtaz,Feroz,Prem
Musical,4,40,Anand,Dev,Jas,Shaista
Drama,5,5,Kumar,Mala,Ajit,Kewal
Comedy,6,47,Krishnan,S.,Mehmood,Biswajit
Action,5,8,Dhawan,Varun,Ileana,Nargis
Drama,6,13,Anand,Suneil,Meenakshi,Rajendra
Comedy,4,7,Raghavendra,Tanikella,Brahmanandam,J.D.
Mystery,5,8,Shamsheer,Feroz,Kumkum,I.S.
Horror,4,47,Singh,Arbaaz,Aindrita,Vikas
Drama,7,51,Mishra,Suresh,Rajendra,Ali
Comedy,7,2,Arora,Rajpal,Rituparna,Naseeruddin
Comedy,5,4,Dhawan,Salman,Sushmita,Katrina
Drama,5,32,Bapaiah,Sadashiv,Vikas,Asrani
Biography,5,5,Singh,Priyanshu,Rashmi,Neelima
Drama,5,40,Rao,Jeetendra,Jaya,Sunny
Drama,6,8,Suri,Biswajit,Waheeda,Lalita
Action,5,2,Anand,Amitabh,Ajay,Sonali
Drama,7,9,Singh,Surinder,Saumendra,Sushil
Action,6,8,Suri,Aditya,Anil,Disha
Biography,6,23,Balraj,Akanksha,Rana,Sudesh
Horror,4,52,Louis,Anjum,Sammir,Mamik
Comedy,6,27,Kumar,Shammi,Randhir,Parveen
Drama,5,17,Kumar,Kishore,Ashok,Amit
Action,5,21,Subba,Som,Leena,Om
Drama,6,41,Jhalani,Waheeda,Dharmendra,Sujit
Drama,5,32,Chanakya,Waheeda,Sanjeev,Sudesh
Drama,7,6,Chanakya,Sawroop,Swarup,Radha
Romance,5,5,Shaw,Vivek,Gauri,Rakesh
Drama,6,5,Hussain,Yogeeta,Master,Nasir
Action,5,29,Malhotra,Ranjit,Ajit,Harbans
Biography,6,9,Mehta,Aamir,Rani,Toby
Horror,6,48,B.,Rekha,Anant,Prema
Action,6,10,Krishna,Kangana,Kangana,Danny
Comedy,7,39,Krishnan,S.,Kishore,Sadhana
Drama,7,15,Kapoor,Urmila,Shail,Kalpana
Crime,7,7,Singh,Abhay,Gul,Raima
Drama,6,15,Chatterjee,Baisul,Archana,Arun
Biography,7,3,Das,Nawazuddin,Rasika,Tahir
Drama,4,16,Bhatt,Gulshan,Kabir,Mukesh
Action,4,30,Sharma,Jeetendra,Mithun,Madhavi
Action,6,1,Desai,Amitabh,Amrita,Nirupa
Action,4,31,Bohra,Mithun,Ravali,Kader
Action,4,20,Bapaiah,Dharmendra,Jackie,Poonam
Action,7,6,Bala,Abhimanyu,Radhika,Mahesh
Action,7,11,Sarkar,Rani,Tahir,Priyanka
Action,7,8,Puthran,Sunny,Rani,Rajesh
Action,6,14,Kulkarni,Master,Kamini,Chhagan
Crime,4,46,Dholakia,Jimmy,Kim,Hrishitaa
Drama,7,3,Bose,Nilesh,Kalki,Revathi
Comedy,4,1,Carroll,Salman,Ali,Nandana
Action,6,16,Sippy,Bina,Ajit,K.N.
Drama,6,33,Kumar,Anand,Shringar,Prema
Thriller,4,17,Shankar,Archana,Akhilendra,Chetan
Action,5,17,R.,Ishrat,Liyaqat,Mithun
Animation,7,53,Raju,Shahbaaz,Sushmita,Erik
Action,6,10,Kumar,Priyanka,Sunil,Robin
Drama,6,5,Bose,Ashok,Sumitra,Ruma
Drama,5,30,Ahmad,Aditya,Meghna,Vidya
Drama,5,43,Mirza,Mahrukh,Shahrukh,Ayub
Comedy,5,1,Udhwani,Prit,Manisha,Shirley
Drama,7,23,Bose,Sarosh,Aziz,Honey
Action,5,44,Rawail,Dharmendra,Dimple,Shammi
Drama,4,19,Ravi,Akshay,Sonia,Shabnam
